date,new_case,new_death,country,territory,link
25/02/2020 15:20,1,0,Spain,,https://www.telecinco.es/informativos/salud/coronavirus-italia-ultima-noticia-epidemia-china_18_2905095017.html
25/02/2020 15:15,4,0,Hong Kong,,https://www.info.gov.hk/gia/general/202002/25/P2020022500772.htm
25/02/2020 15:14,2,0,Oman,,https://twitter.com/OmaniMOH/status/1232304096750850058
25/02/2020 15:13,1,0,Spain,,https://www.elconfidencial.com/sucesos/2020-02-25/cataluna-primer-caso-coronavirus-peninsula_2469724
25/02/2020 14:59,1,0,Switzerland,,https://www.admin.ch/gov/de/start/dokumentation/medienmitteilungen.msg-id-78233.html
25/02/2020 14:23,1,0,Japan,,https://www3.nhk.or.jp/news/html/20200225/k10012301341000.html
25/02/2020 12:50,9,0,Bahrain,,https://www.bna.bh/en/MinistryofHealthannounces9newregisteredCOVID19casesarrivingfromIran.aspx?cms=q8FmFJgiscL2fwIzON1%2bDk1gaYt2hPOOzwLDkyIAeAQ%3d
25/02/2020 11:50,1,0,Austria,,https://twitter.com/Rover829/status/1232271570707472384
25/02/2020 11:43,1,0,Croatia,,https://dnevnik.hr/vijesti/hrvatska/cekaju-se-rezultati-testova-na-koronavirus-za-pet-osoba-u-hrvatskoj---595197.html
25/02/2020 11:04,38,0,Italy,,https://twitter.com/TgLa7/status/1232260190134833152
25/02/2020 09:44,34,0,Iran,,https://twitter.com/SkyNewsArabia_B/status/1232239673096822784
25/02/2020 09:25,4,0,Iraq,,https://twitter.com/AlArabiya_Brk/status/1232235184705167360
25/02/2020 09:14,14,0,Italy,,https://www.ansa.it/sito/notizie/topnews/2020/02/25/coronavirus-lombardia-206-casi_68669f45-2b13-46c1-bb59-1e066c81ba2e.html
25/02/2020 08:53,0,1,South Korea,,https://m.yna.co.kr/view/AKR20200225170900060
25/02/2020 08:04,84,1,South Korea,,https://www.yna.co.kr/view/AKR20200224096800017
25/02/2020 07:47,6,0,Bahrain,,https://www.bna.bh/.aspx?cms=q8FmFJgiscL2fwIzON1%2bDm6HSH2qVtU5S%2b%2f8YTwBIG4%3d
25/02/2020 07:36,3,0,Kuwait,,https://www.kuna.net.kw/ArticleDetails.aspx?id=2865574&language=ar
25/02/2020 06:30,0,2,Iran,,https://twitter.com/Rover829/status/1232189590372372480
25/02/2020 05:45,1,0,Taiwan,,https://www.cdc.gov.tw/Bulletin/Detail/xPmqMlA7AKP_vGPJw-SoAg?typeid=9
25/02/2020 04:51,1,0,Japan,,https://www.pref.nagano.lg.jp/hoken-shippei/happyou/20200225corona.html
25/02/2020 04:50,2,0,Thailand,,https://www.bbc.com/thai/thailand-51624125
25/02/2020 02:05,0,1,South Korea,,https://www.yna.co.kr/view/AKR20200225076500053?section=local/daegu-gyeongbuk/index
25/02/2020 02:02,0,1,Japan,,https://www3.nhk.or.jp/news/html/20200225/k10012299951000.html
25/02/2020 01:15,2,0,Italy,,https://www.ansa.it/canale_saluteebenessere/notizie/sanita/2020/02/24/coronavirus-_60aae600-8535-44d9-86de-48c4b71478ef.html
25/02/2020 01:05,60,0,South Korea,,http://ncov.mohw.go.kr/tcmBoardView.do?brdId=&brdGubun=&dataGubun=&ncvContSeq=353112&contSeq=353112&board_id=&gubun=ALL
25/02/2020 00:51,9,3,China,,http://www.nhc.gov.cn/yjb/s7860/202002/67e6c59a84bd4f07b6ca4a4c5ffabb79.shtml
25/02/2020 00:50,499,68,China,Hubei province,http://wjw.hubei.gov.cn/fbjd/dtyw/202002/t20200225_2146908.shtml
24/02/2020 22:22,1,0,Spain,,https://www.antena3.com/noticias/sociedad/italiano-positivo-coronavirus-tenerife-tercer-caso-espana_202002245e5448130cf29c0b0ef0e088.html
24/02/2020 20:50,1,0,Bahrain,,https://www.bna.bh/.aspx?cms=q8FmFJgiscL2fwIzON1%2bDhcaRxY3%2bUByskNA5nJLE5A%3d
24/02/2020 20:45,2,0,Kuwait,,https://twitter.com/KUWAIT_MOH/status/1232042844568924162
24/02/2020 19:15,14,0,Iran,,https://www.reuters.com/article/us-china-health-iran-idUSKCN20I0WN
24/02/2020 19:14,5,1,Italy,,https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_aggiornamento_ora_per_ora-249241616/
24/02/2020 17:45,18,0,United States,,https://www.cdc.gov/coronavirus/2019-ncov/cases-in-us.html
24/02/2020 17:20,1,0,Canada,British Columbia,https://infotel.ca/newsitem/cda-coronavirus-bc/cp188918634
24/02/2020 15:00,12,0,Japan,,https://www.japantimes.co.jp/news/2020/02/24/national/12-new-coronavirus-cases-reported-japan/#.XlQ1yjrQiCo
24/02/2020 14:35,0,1,Italy,,https://www.ansa.it/canale_saluteebenessere/notizie/sanita/2020/02/24/coronavirus-_60aae600-8535-44d9-86de-48c4b71478ef.html
24/02/2020 14:13,1,0,Oman,,https://news.trust.org/item/20200224133446-q42lj
24/02/2020 13:45,4,0,Italy,,http://www.regione.emilia-romagna.it/notizie/attualita/coronavirus-rilevato-un-caso-di-positivita-nel-modenese-un-uomo-che-per-settimane-ha-lavorato-nel-lodigiano-nessun-contatto-con-operatori-sanitari
24/02/2020 12:54,3,0,Italy,,http://www.lombardianotizie.online/coronavirus-casi-lombardia/
24/02/2020 12:01,7,0,Hong Kong,,https://www.info.gov.hk/gia/general/202002/24/P2020022400754.htm
24/02/2020 12:00,1,0,Singapore,,https://www.moh.gov.sg/news-highlights/details/two-more-cases-discharged-one-new-case-of-covid-19-infection-confirmed
24/02/2020 11:10,19,1,Italy,,https://www.ansa.it/english/newswire/english_service/2020/02/24/coronavirus-fifth-person-dead-219-infected-2_ad2b018a-076b-4126-9818-5b39b2064d4c.html
24/02/2020 10:52,1,0,Iraq,,https://twitter.com/leloveluck/status/1231892569438724102
24/02/2020 09:23,2,0,Taiwan,,https://www.cdc.gov.tw/Bulletin/Detail/Dazcp9fZ_JhjgekDONkWlQ?typeid=9
24/02/2020 09:17,7,0,Italy,,http://www.regione.emilia-romagna.it/notizie/attualita/coronavirus-in-emilia-romagna-7-nuovi-casi-tutti-riconducibili-al-focolaio-lombardo
24/02/2020 09:13,0,1,South Korea,,https://www.yna.co.kr/view/AKR20200224143452017?section=society/all
24/02/2020 08:57,38,0,Italy,,https://www.lombardianotizie.online/coronavirus-casi-lombardia/
24/02/2020 08:20,4,4,Iran,,https://apnews.com/32540d09ec101aac057660ef1b0aa970
24/02/2020 08:05,70,0,South Korea,,http://ncov.mohw.go.kr/tcmBoardView.do?brdId=&brdGubun=&dataGubun=&ncvContSeq=353099&contSeq=353099&board_id=&gubun=ALL
24/02/2020 07:57,0,1,Italy,,https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_aggiornamento_ora_per_ora-249241616/
24/02/2020 07:35,1,0,Afghanistan,,http://www.1tvnews.af/en/news/afghanistan/41339
24/02/2020 06:23,1,0,Kuwait,,https://www.kuna.net.kw/ArticleDetails.aspx?id=2864376&language=ar
24/02/2020 06:18,1,0,Bahrain,,https://www.bna.bh/en/COVID19.aspx?cms=q8FmFJgiscL2fwIzON1%2bDgdRwjYzx8yqJfGfSBhU4yI%3d
24/02/2020 03:05,409,148,China,,https://m.weibo.cn/status/4475447113012117
24/02/2020 01:19,161,1,South Korea,,https://www.yna.co.kr/view/AKR20200224051500017?section=news
22/02/2020 19:21,1,0,Israel,,https://www.jpost.com/HEALTH-SCIENCE/Netanyahu-International-coronavirus-quarantine-list-may-grow-618492
22/02/2020 16:40,23,0,Italy,,https://twitter.com/RegLombardia/status/1231617114684960768
22/02/2020 16:36,0,1,Italy,,https://tg24.sky.it/cronaca/2020/02/23/coronavirus-italia-terza-vittima.html
22/02/2020 16:15,4,0,United Kingdom,,https://www.gov.uk/government/news/cmo-for-england-announces-four-new-cases-of-novel-coronavirus
22/02/2020 14:38,0,1,China,Hubei province,http://www.xgjk.com/Item/10821.aspx
22/02/2020 12:30,57,0,Japan,,https://www.mhlw.go.jp/stf/newpage_09708.html
22/02/2020 12:01,0,1,South Korea,,https://www.yna.co.kr/view/AKR20200223079300017
22/02/2020 11:55,16,0,Italy,,https://www.repubblica.it/cronaca/2020/02/23/news/coronavirus_italia-249329434/
22/02/2020 10:54,0,1,Japan,,https://www3.nhk.or.jp/news/html/20200223/k10012298351000.html
22/02/2020 10:25,8,0,Japan,Hokkaido Prefecture,https://this.kiji.is/604256987385332833?c=39550187727945729
22/02/2020 09:53,15,3,Iran,,https://news.trust.org/item/20200223092414-d6m01
22/02/2020 09:25,2,0,Japan,Aichi Prefecture,https://www3.nhk.or.jp/news/html/20200223/k10012298071000.html
22/02/2020 09:19,34,0,Italy,,https://twitter.com/Agenzia_Ansa/status/1231508404780355586
22/02/2020 09:11,4,0,Hong Kong,,https://news.rthk.hk/rthk/en/component/k2/1510284-20200223.htm
22/02/2020 08:58,1,0,Japan,Chiba Prefecture,https://this.kiji.is/604224367469020257
22/02/2020 08:08,46,1,South Korea,,http://ncov.mohw.go.kr/tcmBoardView.do?brdId=&brdGubun=&dataGubun=&ncvContSeq=353063&contSeq=353063&board_id=&gubun=ALL
22/02/2020 07:30,0,1,China,Hubei province,https://m.weibo.cn/status/4475145609577060
22/02/2020 06:50,2,0,Taiwan,,https://www.cdc.gov.tw/Bulletin/Detail/C7-MYdzbvh6pjXkcto556A?typeid=9
22/02/2020 02:45,1,0,Japan,Hokkaido Prefecture,https://this.kiji.is/604140131610133601
22/02/2020 01:57,18,1,China,,http://www.nhc.gov.cn/yjb/s7860/202002/07e5b22758364f2482d83537ef3975d2.shtml
22/02/2020 01:15,95,2,South Korea,,http://ncov.mohw.go.kr/tcmBoardView.do?brdId=&brdGubun=&dataGubun=&ncvContSeq=353055&contSeq=353055&board_id=&gubun=ALL
22/02/2020 00:18,25,0,South Korea,,https://www.yna.co.kr/view/AKR20200223013700053
21/02/2020 23:47,3,0,South Korea,,https://www.yna.co.kr/view/AKR20200223010600051?section
21/02/2020 23:15,630,96,China,Hubei province,https://www.hubei.gov.cn/zhuanti/2020/gzxxgzbd/zxtb/202002/t20200223_2145591.shtml
21/02/2020 22:44,16,0,Italy,,https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_aggiornamento_ora_per_ora-249241616/
21/02/2020 20:36,1,0,Italy,Milan,https://www.ansa.it/canale_saluteebenessere/notizie/sanita/2020/02/22/coronavirus_34366fe5-668c-4eaf-ba39-cd92e1d412b0.html
21/02/2020 18:08,7,0,Italy,,https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_aggiornamento_ora_per_ora-249241616/
21/02/2020 17:30,1,0,Japan,Hokkaido Prefecture,https://www.mhlw.go.jp/stf/newpage_09704.html
21/02/2020 16:10,1,0,Italy,,https://www.ansa.it/canale_saluteebenessere/notizie/sanita/2020/02/22/coronavirus_34366fe5-668c-4eaf-ba39-cd92e1d412b0.html
21/02/2020 14:48,33,1,Italy,,https://www.ansa.it/canale_saluteebenessere/notizie/sanita/2020/02/22/coronavirus_34366fe5-668c-4eaf-ba39-cd92e1d412b0.html
21/02/2020 14:47,1,0,Hong Kong,,https://www.info.gov.hk/gia/general/202002/22/P2020022200738.htm
21/02/2020 14:47,2,0,United Arab Emirates,,https://www.facebook.com/mohapuae/posts/3008178809232874
21/02/2020 14:45,3,0,Singapore,,https://www.moh.gov.sg/news-highlights/details/two-more-cases-discharged-three-new-cases-of-covid-19-infection-confirmed
21/02/2020 14:10,4,0,Japan,Aichi Prefecture,https://www3.nhk.or.jp/news/html/20200222/k10012297571000.html
21/02/2020 14:00,1,0,Japan,Tokyo,https://www3.nhk.or.jp/news/html/20200222/k10012297481000.html
21/02/2020 13:30,1,0,Japan,Chiba Prefecture,https://www3.nhk.or.jp/news/html/20200222/k10012297461000.html
21/02/2020 13:10,1,0,Japan,Tochigi Prefecture,https://www3.nhk.or.jp/news/html/20200222/k10012297561000.html
21/02/2020 13:05,4,0,Japan,Kanagawa Prefecture,https://www3.nhk.or.jp/news/html/20200222/k10012297531000.html
21/02/2020 12:47,1,0,Japan,Ishikawa Prefecture,https://news.tv-asahi.co.jp/news_society/articles/000176998.html
21/02/2020 11:30,9,0,Japan,Hokkaido Prefecture,https://www3.nhk.or.jp/news/html/20200222/k10012297291000.html
21/02/2020 10:35,1,0,Australia,,https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-coronavirus-update8
21/02/2020 09:09,10,1,Iran,,https://news.trust.org/item/20200222083406-2ztsp
21/02/2020 08:17,87,0,South Korea,,http://ncov.mohw.go.kr/tcmBoardView.do?brdId=&brdGubun=&dataGubun=&ncvContSeq=353053&contSeq=353053&board_id=&gubun=ALL
21/02/2020 07:59,1,0,Japan,Wakayama Prefecture,https://www3.nhk.or.jp/news/html/20200222/k10012297331000.html?utm_int=all_side_ranking-social_005
21/02/2020 04:30,1,0,Japan,Chiba Prefecture,https://www3.nhk.or.jp/shutoken-news/20200222/1000044458.html
21/02/2020 03:05,2,0,Australia,,https://www.abc.net.au/news/2020-02-22/coronavirus-cases-two-more-confirmed-diamond-princess-evacuees/11991146
21/02/2020 03:00,1,0,Japan,Chiba Prefecture,https://www3.nhk.or.jp/news/html/20200222/k10012297181000.html
21/02/2020 01:01,142,0,South Korea,,http://ncov.mohw.go.kr/tcmBoardView.do?brdId=&brdGubun=&dataGubun=&ncvContSeq=353047&contSeq=353047&board_id=&gubun=ALL
21/02/2020 00:46,1,0,Italy,,http://www.ansa.it/sito/notizie/cronaca/2020/02/22/coronavirus-un-positivo-a-cremona-e-il-16mo-in-lombardia_4c91867c-16a5-4035-bc62-ef6337ab7f46.html
21/02/2020 00:45,31,3,China,,http://www.nhc.gov.cn/yjb/s7860/202002/543cc508978a48d2b9322bdc83daa6fd.shtml
21/02/2020 00:45,366,106,China,Hubei province,http://www.nhc.gov.cn/yjb/s7860/202002/543cc508978a48d2b9322bdc83daa6fd.shtml
20/02/2020 23:52,1,0,Japan,Kumamoto Prefecture,https://this.kiji.is/603727373012026465
20/02/2020 23:51,2,0,South Korea,,https://www.yna.co.kr/view/AKR20200222021000064
20/02/2020 22:35,1,0,Italy,,https://www.ilmessaggero.it/italia/coronavirus_diretta_lombardia_codogno_italiano_ultime_notizie-5064423.html
20/02/2020 21:05,1,0,Italy,,https://www.ansa.it/canale_saluteebenessere/notizie/sanita/2020/02/21/coronavirus-sono-tre-i-primi-contagiati-in-italia.-uno-e-molto-grave_4566075c-ee89-411d-8b3a-56b6b8246fc9.html
20/02/2020 20:30,1,0,South Korea,,https://www.yna.co.kr/view/AKR20200222007700056
20/02/2020 19:50,1,0,Japan,Kumamoto Prefecture,https://www3.nhk.or.jp/news/html/20200221/k10012296691000.html
20/02/2020 19:20,1,0,United States,California,https://www.sacbee.com/news/local/health-and-medicine/article240516951.html
20/02/2020 19:10,18,0,United States,,https://twitter.com/BNODesk/status/1230909125892214786
20/02/2020 17:21,2,0,Italy,,https://www.ansa.it/english/newswire/english_service/2020/02/21/coronavirus-16-new-cases-in-italy-4_fdfd4f36-855e-40f0-993d-48fa8a8a80f4.html
20/02/2020 17:15,8,0,Italy,,https://twitter.com/TgLa7/status/1230903605248634883
20/02/2020 15:48,426,0,China,Hubei province,http://wjw.hubei.gov.cn/fbjd/dtyw/202002/t20200221_2144867.shtml
20/02/2020 14:22,2,0,United Arab Emirates,,https://twitter.com/wamnews/status/1230858926821924870
20/02/2020 13:33,2,0,Australia,,https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-coronavirus-update7
20/02/2020 13:30,1,0,Japan,Kumamoto Prefecture,https://www3.nhk.or.jp/news/html/20200221/k10012296691000.html
20/02/2020 13:00,1,0,Singapore,,https://www.moh.gov.sg/news-highlights/details/ten-more-cases-discharged-one-new-case-of-covid-19-infection-confirmed
20/02/2020 12:44,2,0,Japan,Aichi Prefecture,https://www3.nhk.or.jp/news/html/20200221/k10012296561000.html
20/02/2020 12:21,1,0,Lebanon,,https://twitter.com/LBCI_News_EN/status/1230842120468140032
20/02/2020 11:55,3,0,Italy,,https://www.ansa.it/english/newswire/english_service/2020/02/21/coronavirus-six-people-infected-in-lombardy-4_4d8c8975-04ba-422d-976a-e397861f3792.html
20/02/2020 11:45,3,0,Japan,Tokyo,https://www3.nhk.or.jp/news/html/20200221/k10012296311000.html
20/02/2020 11:40,1,0,Japan,Chiba Prefecture,https://www3.nhk.or.jp/news/html/20200221/k10012296171000.html
20/02/2020 11:37,1,0,Japan,Ishikawa Prefecture,https://www3.nhk.or.jp/news/html/20200221/k10012296081000.html
20/02/2020 11:35,1,0,Japan,Saitama Prefecture,https://www3.nhk.or.jp/news/html/20200221/k10012295991000.html
20/02/2020 11:15,0,1,South Korea,,https://en.yna.co.kr/view/AEN20200221010251315
20/02/2020 11:06,1,0,Israel,,https://www.jpost.com/Breaking-News/Israeli-that-returned-home-from-Japan-tests-positive-618329
20/02/2020 10:25,13,2,Iran,,https://twitter.com/drjahanpur/status/1230799070995697664
20/02/2020 10:05,2,0,Italy,,https://www.ansa.it/canale_saluteebenessere/notizie/sanita/2020/02/21/coronavirus-sono-tre-i-primi-contagiati-in-italia.-uno-e-molto-grave_4566075c-ee89-411d-8b3a-56b6b8246fc9.html
20/02/2020 09:01,1,0,China,Tianjin,https://m.weibo.cn/detail/4474397756828392
20/02/2020 09:00,1,0,China,Shandong province,https://m.weibo.cn/detail/4474428941083976
20/02/2020 08:01,48,0,South Korea,,http://ncov.mohw.go.kr/tcmBoardView.do?brdId=&brdGubun=&dataGubun=&ncvContSeq=353040&contSeq=353040&board_id=&gubun=ALL
20/02/2020 07:00,2,0,Taiwan,,https://www.cdc.gov.tw/Bulletin/Detail/-aJ2VX6yo1lkj-fCLzPB5Q?typeid=9
20/02/2020 03:18,3,0,Japan,Hokkaido Prefecture,https://www3.nhk.or.jp/news/html/20200221/k10012295301000.html
20/02/2020 02:26,1,0,China,Beijing,http://wjw.beijing.gov.cn/xwzx_20031/wnxw/202002/t20200221_1666018.html
20/02/2020 02:25,202,0,China,Shandong province,https://m.weibo.cn/detail/4474348306031422
20/02/2020 02:07,3,1,China,Yunnan province,http://www.bjnews.com.cn/feature/2020/02/21/692642.html
20/02/2020 02:06,1,0,China,Shanxi province,http://wjw.shanxi.gov.cn/wjywl02/25012.hrh
20/02/2020 02:05,1,0,China,Guangxi Zhuang Autonomous Region,http://wsjkw.gxzf.gov.cn/zhuantiqu/ncov/ncovyqtb/2020/0221/69134.html
20/02/2020 02:04,1,0,China,Hebei province,https://m.weibo.cn/detail/4474312696058542
20/02/2020 02:03,3,0,China,Heilongjiang province,http://wsjkw.hlj.gov.cn/index.php/Home/Zwgk/show/newsid/8012/navid/42/stypeid/
20/02/2020 02:02,5,0,China,Sichuan province,https://m.weibo.cn/detail/4474321252680395
20/02/2020 02:00,1,0,China,Anhui province,http://wjw.ah.gov.cn/news_details_55204.html
20/02/2020 01:59,1,0,China,Hunan province,http://wjw.hunan.gov.cn/wjw/xxgk/gzdt/zyxw_1/202002/t20200221_11186924.html
20/02/2020 01:58,28,0,China,Zhejiang province,https://www.zjwjw.gov.cn/art/2020/2/21/art_1202101_41958074.html
20/02/2020 01:57,2,0,China,Henan province,https://m.weibo.cn/detail/4474319956743791
20/02/2020 01:56,1,0,China,Guangdong province,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2903465.html
20/02/2020 01:50,477,2,China,,http://www.nhc.gov.cn/yjb/s7860/202002/ac1e98495cb04d36b0d0a4e1e7fab545.shtml
20/02/2020 01:02,45,0,South Korea,,http://ncov.mohw.go.kr/tcmBoardView.do?brdId=&brdGubun=&dataGubun=&ncvContSeq=353022&contSeq=353022&board_id=&gubun=ALL
20/02/2020 00:35,1,0,United States,California,https://humboldtgov.org/DocumentCenter/View/84006/20200220---News-Release---COVID-19inHumboldt-PDF
19/02/2020 23:52,2,0,Australia,,https://www.abc.net.au/news/2020-02-21/coronavirus-confirmed-among-diamond-princess-evacuees/11987368
19/02/2020 23:51,4,0,Hong Kong,,https://www.chp.gov.hk/files/pdf/enhanced_sur_pneumonia_wuhan_eng.pdf
19/02/2020 23:49,4,0,South Korea,,https://www.yna.co.kr/view/AKR20200221033000053
19/02/2020 22:59,1,0,South Korea,,https://en.yna.co.kr/view/AEN20200221000800325?section=news
19/02/2020 21:10,411,115,China,Hubei province,http://wjw.hubei.gov.cn/fbjd/dtyw/202002/t20200221_2143723.shtml
19/02/2020 20:33,2,0,South Korea,,https://www.yna.co.kr/view/AKR20200221018900054?input=tw
19/02/2020 14:21,1,0,Japan,Kanagawa Prefecture,https://www3.nhk.or.jp/news/html/20200220/k10012294581000.html
19/02/2020 13:43,1,0,Japan,Fukuoka Prefecture,https://www3.nhk.or.jp/news/html/20200220/k10012294541000.html
19/02/2020 13:05,1,0,China,Tianjin,https://m.weibo.cn/u/3244253572
19/02/2020 12:00,1,0,Singapore,,https://bnonews.com/wp-content/uploads/2020/02/2202020.pdf
19/02/2020 11:55,0,1,China,Zhejiang province,http://www.bjnews.com.cn/wevideo/2020/02/20/692451.html
19/02/2020 11:25,13,0,Japan,,https://www3.nhk.or.jp/news/html/20200220/k10012294411000.html
19/02/2020 11:00,1,0,Japan,Aichi Prefecture,https://www3.nhk.or.jp/news/html/20200220/k10012294341000.html
19/02/2020 09:38,1,0,Japan,Chiba Prefecture,https://www3.nhk.or.jp/news/html/20200220/k10012294231000.html
19/02/2020 09:37,1,0,Japan,Kanagawa Prefecture,https://www3.nhk.or.jp/news/html/20200220/k10012294011000.html
19/02/2020 09:36,1,0,Japan,Okinawa Prefecture,https://www3.nhk.or.jp/news/html/20200220/k10012294021000.html
19/02/2020 09:35,1,0,Japan,Hokkaido Prefecture,https://www3.nhk.or.jp/news/html/20200220/k10012293901000.html
19/02/2020 09:30,3,0,Iran,,https://twitter.com/drjahanpur/status/1230426458201509888
19/02/2020 08:21,0,1,South Korea,,https://en.yna.co.kr/view/AEN20200220002055320
19/02/2020 08:15,17,0,South Korea,,http://ncov.mohw.go.kr/tcmBoardView.do?brdId=&brdGubun=&dataGubun=&ncvContSeq=353018&contSeq=353018&board_id=&gubun=ALL
19/02/2020 06:29,5,0,South Korea,,https://www.yna.co.kr/view/AKR20200220127300053
19/02/2020 06:15,2,0,Japan,,https://www3.nhk.or.jp/shutoken-news/20200220/1000044359.html
19/02/2020 05:00,1,0,China,Shanghai,https://m.weibo.cn/detail/4474027218927542
19/02/2020 02:50,1,0,China,Jilin province,https://m.weibo.cn/detail/4473960102082977
19/02/2020 02:40,0,2,Japan,,https://www3.nhk.or.jp/news/html/20200220/k10012293421000.html
19/02/2020 02:31,1,0,Japan,Fukuoka Prefecture,https://www3.nhk.or.jp/news/html/20200220/k10012293351000.html
19/02/2020 02:10,0,1,China,Shanghai,http://wsjkw.sh.gov.cn/xwfb/20200220/5b474f3f559146258414a8aaac1c096e.html
19/02/2020 02:05,2,1,China,,http://www.nhc.gov.cn/yjb/s7860/202002/4dcfcb9b74ea4a408fc1d56d4db61f93.shtml
19/02/2020 01:57,5,0,China,Hainan province,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202002/t20200220_2750586.html
19/02/2020 01:53,3,1,China,Shaanxi province,http://sxwjw.shaanxi.gov.cn/art/2020/2/20/art_9_68169.html
19/02/2020 01:49,1,0,China,Guangxi Zhuang Autonomous Region,http://wsjkw.gxzf.gov.cn/zhuantiqu/ncov/ncovyqtb/2020/0220/69094.html
19/02/2020 01:47,0,1,China,Fujian province,https://mp.weixin.qq.com/s/-cK5UTihPzB7Xu9uFJeCGQ
19/02/2020 01:44,1,1,China,Hebei province,https://m.weibo.cn/detail/4473948475097708
19/02/2020 01:35,2,0,China,Beijing,http://wjw.beijing.gov.cn/xwzx_20031/wnxw/202002/t20200220_1662461.html
19/02/2020 01:33,6,0,China,Heilongjiang province,http://wsjkw.hlj.gov.cn/index.php/Home/Zwgk/show/newsid/7975/navid/42/stypeid/
19/02/2020 01:30,6,0,China,Sichuan province,https://m.weibo.cn/detail/4473959020072981
19/02/2020 01:24,2,1,China,Shandong province,https://m.weibo.cn/detail/4473957442581453
19/02/2020 01:18,5,0,China,Chongqing,http://wsjkw.cq.gov.cn/tzgg/20200220/255220.html
19/02/2020 01:12,1,0,China,Jiangxi province,http://hc.jiangxi.gov.cn/doc/2020/02/20/139215.shtml
19/02/2020 01:10,1,0,China,Anhui province,http://wjw.ah.gov.cn/news_details_55157.html
19/02/2020 01:03,2,0,China,Hunan province,http://wjw.hunan.gov.cn/wjw/xxgk/gzdt/zyxw_1/202002/t20200220_11185411.html
19/02/2020 01:02,2,0,China,Zhejiang province,https://www.zjwjw.gov.cn/art/2020/2/20/art_1202101_41949223.html
19/02/2020 01:01,4,0,China,Henan province,https://m.weibo.cn/detail/4473957476937551
19/02/2020 01:00,1,0,China,Guangdong province,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2902341.html
19/02/2020 00:59,24,0,South Korea,,https://en.yna.co.kr/view/AEN20200220002000320
18/02/2020 23:20,5,0,South Korea,,https://www.yna.co.kr/view/AKR20200220025651053?section=local/daegu-gyeongbuk/index
18/02/2020 22:50,349,108,China,Hubei province,http://wjw.hubei.gov.cn/fbjd/dtyw/202002/t20200220_2141274.shtml
18/02/2020 17:01,2,0,South Korea,,https://en.yna.co.kr/view/AEN20200219002758320?section=science/medicine
18/02/2020 17:00,1,0,Iran,,https://www.irna.ir/news/83681565/%D8%AF%D9%88-%D9%86%D9%81%D8%B1-%D8%A8%D9%87-%D8%B9%D9%84%D8%AA-%DA%A9%D8%B1%D9%88%D9%86%D8%A7-%D8%AF%D8%B1-%D9%82%D9%85-%D9%81%D9%88%D8%AA-%DA%A9%D8%B1%D8%AF%D9%86%D8%AF
18/02/2020 15:00,2,0,Hong Kong,,https://www.info.gov.hk/gia/general/202002/19/P2020021900676.htm
18/02/2020 13:10,2,0,China,Tianjin,https://m.weibo.cn/detail/4473781303221836
18/02/2020 13:01,0,1,China,Yunnan province,http://www.bjnews.com.cn/feature/2020/02/19/691906.html
18/02/2020 13:00,1,0,Taiwan,,https://www.cdc.gov.tw/Bulletin/Detail/6LXsHJghGNNhrN7VI85ufg?typeid=9
18/02/2020 12:25,1,0,Japan,Aichi Prefecture,https://www3.nhk.or.jp/news/html/20200219/k10012292821000.html
18/02/2020 12:15,3,0,Singapore,,https://www.moh.gov.sg/news-highlights/details/five-more-cases-discharged-three-new-cases-of-covid-19-infection-confirmed
18/02/2020 11:45,3,0,Japan,Tokyo,https://www3.nhk.or.jp/news/html/20200219/k10012292791000.html
18/02/2020 10:32,1,0,Hong Kong,,https://www.scmp.com/news/hong-kong/health-environment/article/3051312/second-hongkonger-dies-after-becoming-infected
18/02/2020 10:31,1,0,Iran,,https://twitter.com/drjahanpur/status/1230074619115102208
18/02/2020 10:10,1,0,Japan,,https://www3.nhk.or.jp/news/html/20200219/k10012292561000.html
18/02/2020 09:53,79,0,Japan,,https://this.kiji.is/602800262502958177
18/02/2020 09:10,1,0,Japan,Okinawa Prefecture,https://www3.nhk.or.jp/news/html/20200219/k10012292401000.html
18/02/2020 08:40,1,0,Japan,Hokkaido Prefecture,https://www3.nhk.or.jp/news/html/20200219/k10012292301000.html
18/02/2020 08:04,4,0,South Korea,,https://en.yna.co.kr/view/AEN20200219002756320
18/02/2020 07:35,1,0,South Korea,,https://www.yna.co.kr/view/AKR20200219143500053
18/02/2020 03:22,1,0,Japan,Hokkaido Prefecture,https://www3.nhk.or.jp/sapporo-news/20200219/7000018076.html
18/02/2020 03:09,2,0,Japan,Kanagawa Prefecture,https://www3.nhk.or.jp/news/html/20200219/k10012291781000.html
18/02/2020 02:05,2,0,China,Shaanxi province,https://m.weibo.cn/detail/4473605355961418
18/02/2020 02:00,0,1,Hong Kong,,https://news.rthk.hk/rthk/ch/component/k2/1509401-20200219.htm
